Order #,Date Seen,Title,Letter Rating,Score,Year Watched,Location,Format,Release Year,Rotten Tomatoes,Length (Minutes),RT/Minute,Poster URL,Genres
771,12/31/2023,Barbie,B,12,2023,Portola Valley,On-Demand/PPV,2023,88%,114,78%,https://image.tmdb.org/t/p/w500/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg,"Comedy, Adventure"
772,,Batman,B,12,Pre-2006,,,1989,77%,126,NA,https://image.tmdb.org/t/p/w500/cij4dd21v2Rk2YtUQbV5kW69WB2.jpg,"Fantasy, Action, Crime"
773,,Batman Forever,B,12,Pre-2006,,,1995,41%,121,NA,https://image.tmdb.org/t/p/w500/i0fJS8M5UKoETjjJ0zwUiKaR8tr.jpg,"Action, Crime, Fantasy"
774,,Batman Returns,B,12,Pre-2006,,,1992,82%,126,NA,https://image.tmdb.org/t/p/w500/jKBjeXM7iBBV9UkUcOXx3m7FSHY.jpg,"Action, Fantasy"
775,May-08,Before the Devil Knows You're Dead,B,12,2008,Boston,DVD,2007,89%,123,72%,https://image.tmdb.org/t/p/w500/egIP0s1ws6fGHqTsVqVNcaEa5i2.jpg,"Crime, Drama, Thriller"
776,July-14,Begin Again,B,12,2014,Seattle,Theatre,2014,,101,81%,https://image.tmdb.org/t/p/w500/qx4HXHXt528hS4rwePZbZo20xqZ.jpg,"Comedy, Music, Romance, Drama"
777,,Better Off Dead,B,12,Pre-2006,,,1985,75%,97,NA,https://image.tmdb.org/t/p/w500/hBcooj0QpaoxFIhsLHmHdrYu9wR.jpg,"Comedy, Romance"
778,,Beverly Hills Cop II,B,12,Pre-2006,,,1987,48%,103,NA,https://image.tmdb.org/t/p/w500/egDakU8O5yUwpUJP9IMAUVtIDll.jpg,"Action, Comedy, Crime"
779,June-12,"Big Chill, The",B,12,2012,Plane,Plane,1983,69%,103,66%,https://image.tmdb.org/t/p/w500/rU8kjMEL5Mn0EWm3gOShPHBEZ4l.jpg,"Comedy, Drama"
780,,Big Daddy,B,12,Pre-2006,,,1999,39%,93,NA,https://image.tmdb.org/t/p/w500/cqFnFg6YS8urJT6YC95IDkn0VHz.jpg,"Comedy, Drama"
781,,Billy Elliot,B,12,Pre-2006,,,2000,85%,110,NA,PLACEHOLDER,
782,,"Bodyguard, The",B,12,Pre-2006,,,1992,38%,129,NA,https://image.tmdb.org/t/p/w500/u4Rjt0slnaWmptbHKrUoKWIxmmb.jpg,"Action, Drama, Romance"
783,,"Bone Collector, The",B,12,Pre-2006,,,1999,30%,118,NA,https://image.tmdb.org/t/p/w500/7atMCqRaDpAOnGsteTRm17zmvN3.jpg,"Drama, Mystery, Thriller, Crime"
784,December-06,Borat,B,12,2006,,,2006,90%,84,NA,https://image.tmdb.org/t/p/w500/kfkyALfD4G1mlBJI1lOt2QCra4i.jpg,Comedy
785,,Breakdown,B,12,Pre-2006,,,1997,83%,93,NA,https://image.tmdb.org/t/p/w500/m3VB59ppr1RlpxNUYRUfZTgjgU.jpg,"Crime, Mystery, Thriller, Drama, Action"
786,,Brewster's Millions,B,12,Pre-2006,,,1985,39%,102,NA,https://image.tmdb.org/t/p/w500/t4p8r8kfB2jHiK8J36XnfSP8cRO.jpg,Comedy
787,,Bridget Jones's Diary,B,12,Pre-2006,,,2001,79%,94,86%,https://image.tmdb.org/t/p/w500/dkauRl9TosBFikftrC3OVcKWDoz.jpg,"Comedy, Romance, Drama"
788,,Brokedown Palace,B,12,Pre-2006,,,1999,31%,100,NA,https://image.tmdb.org/t/p/w500/pWxoggA0KCS5oMPDOjIDYZYzryE.jpg,"Drama, Thriller, Mystery"
789,,"Brothers McMullen, The",B,12,Pre-2006,,,1995,88%,98,NA,https://image.tmdb.org/t/p/w500/6oWsOJP0ed5gs8n2UywcailoxFN.jpg,"Comedy, Drama, Romance"
790,,Caddyshack,B,12,Pre-2006,,,1980,73%,98,NA,https://image.tmdb.org/t/p/w500/lXnNz7zOXCsftMDVoU3VSo0Eioi.jpg,Comedy
791,,"Cannonball Run I, The",B,12,Pre-2006,,,1981,,95,NA,https://image.tmdb.org/t/p/w500/sdXjbUcdESA5CKCyez6A29c2vq3.jpg,
792,,"Cannonball Run II, The",B,12,Pre-2006,,,1989,,94,NA,https://image.tmdb.org/t/p/w500/sdXjbUcdESA5CKCyez6A29c2vq3.jpg,"Comedy, Action"
793,May-16,Captain America: Civil War,B,12,2016,Peninsula,On-Demand/PPV,2016,90%,146,62%,https://image.tmdb.org/t/p/w500/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,"Adventure, Action, Sci Fi"
794,,Casablanca,B,12,Pre-2006,,,1942,99%,102,NA,https://image.tmdb.org/t/p/w500/oyGRZVIthHJjc98ekKpeWpDh8Ws.jpg,"Drama, Romance"
795,September-12,Celeste and Jesse Forever,B,12,2012,Campbell,Theatre,2012,,89,76%,https://image.tmdb.org/t/p/w500/5Cr8kW7DjZEORU8jI32bqyHSGKW.jpg,"Comedy, Drama, Romance"
796,,Charlie's Angels I,B,12,Pre-2006,,,2003,,106,NA,https://image.tmdb.org/t/p/w500/n4cdJ0Wqxb7C0HmZbcaC4eYnkIf.jpg,"Action, Adventure, Comedy"
797,April-16,Champs,B,12,2016,Portola Valley,On-Demand/PPV,2015,,85,62%,https://image.tmdb.org/t/p/w500/tFN3IDKbPPyVOrEAkN4bLqBHb7W.jpg,Documentary
798,June-22,Cha Cha Real Smooth,B,12,2022,Portola Valley,On-Demand/PPV,2022,85%,107,80%,https://image.tmdb.org/t/p/w500/iUvoVhvwTlP8DofoqeIu7QAGLAe.jpg,"Comedy, Drama, Romance"
799,August-10,Changeling,B,12,2010,Peninsula,On-Demand/PPV,2008,61%,141,44%,https://image.tmdb.org/t/p/w500/y9Qi39dL3PceGCH8afyC7QrhbhI.jpg,"Crime, Drama, Mystery"
800,,Chinatown,B,12,Pre-2006,,,1974,98%,130,NA,https://image.tmdb.org/t/p/w500/kZRSP3FmOcq0xnBulqpUQngJUXY.jpg,"Crime, Drama, Mystery, Thriller"
801,June-14,"Class of 92, The",B,12,2014,Plane,Plane,2014,,98,NA,https://image.tmdb.org/t/p/w500/v2dnvfpYBG81cegENM7Sd6tgshB.jpg,Documentary
802,January-07,Click,B,12,2007,,,2006,34%,107,NA,https://image.tmdb.org/t/p/w500/oL0k5JA53PyoHSZqKb3cNkhwBCE.jpg,"Comedy, Drama, Fantasy"
803,,"Clockwork Orange, A",B,12,Pre-2006,,,1971,86%,136,NA,https://image.tmdb.org/t/p/w500/4sHeTAp65WrSSuc05nRBKddhBxO.jpg,"Sci Fi, Crime"
804,,Cobra,B,12,Pre-2006,,,1986,17%,87,NA,https://image.tmdb.org/t/p/w500/jCxfbTh8JvJil5edhNywxaTHoWv.jpg,"Action, Crime, Thriller"
805,,Commando,B,12,Pre-2006,,,1985,68%,90,NA,https://image.tmdb.org/t/p/w500/ollPAAAgZ7euU8VisfqU3cuXhZ6.jpg,"Action, Adventure, Thriller"
806,,Cop Land,B,12,Pre-2006,,,1997,75%,105,NA,https://image.tmdb.org/t/p/w500/bUXaWZPj7qzXjKc2s3Pwdkhxh2o.jpg,"Crime, Drama, Thriller"
807,,Copycat,B,12,Pre-2006,,,1995,76%,123,NA,https://image.tmdb.org/t/p/w500/oMgwJb016znNZcpDR20eXxZoW8A.jpg,"Thriller, Crime, Mystery"
808,,Crocodile Dundee II,B,12,Pre-2006,,,1988,9%,111,NA,https://image.tmdb.org/t/p/w500/2Nf0xeDuToLHysdkWj3aT5r42rC.jpg,"Adventure, Comedy"
809,October-22,Cruella,B,12,2022,Portola Valley,Disney +,2021,75%,134,56%,https://image.tmdb.org/t/p/w500/hjS9mH8KvRiGHgjk6VUZH7OT0Ng.jpg,"Comedy, Crime, Adventure"
810,,Dead Calm,B,12,Pre-2006,,,1989,84%,96,NA,https://image.tmdb.org/t/p/w500/hXpav86ZX5N1YIfVfVtzuZLNrjW.jpg,"Thriller, Horror"
811,,Dead Poets Society,B,12,Pre-2006,,,1989,85%,128,NA,https://image.tmdb.org/t/p/w500/erzbMlcNHOdx24AXOcn2ZKA7R1q.jpg,Drama
812,,Death Warrant,B,12,Pre-2006,,,1990,0%,89,NA,https://image.tmdb.org/t/p/w500/95mcKAcTgvonhx3BS5psLguyEVu.jpg,"Action, Crime, Thriller, Mystery"
813,December-14,Desert Runners,B,12,2014,Peninsula,On-Demand/PPV,2013,,99,NA,https://image.tmdb.org/t/p/w500/j3WBxdN3o243jcQd6SDr6crd9Bl.jpg,Documentary
814,,Devil's Advocate,B,12,Pre-2006,,,1997,65%,144,NA,https://image.tmdb.org/t/p/w500/5ZzBGpxy55OQzHxKVY11IpY6a0o.jpg,"Drama, Mystery, Horror"
815,July-07,Die Hard IV,B,12,2007,,,2007,,128,NA,https://image.tmdb.org/t/p/w500/wplG0vWnpnzkIBDxBhTfIygqfoK.jpg,"Action, Thriller"
816,,Do The Right Thing,B,12,Pre-2006,,,1989,92%,120,NA,https://image.tmdb.org/t/p/w500/63rmSDPahrH7C1gEFYzRuIBAN9W.jpg,Drama
817,,Doctor Zhivago,B,12,Pre-2006,,,1965,82%,197,NA,https://image.tmdb.org/t/p/w500/r0Iv2BiCFYDnzc6uU1q3AJ56igT.jpg,"Drama, Romance, War"
818,,Dr. Dolittle,B,12,Pre-2006,,,2001,41%,87,NA,https://image.tmdb.org/t/p/w500/c9cn2WmHIwTtZODNoDw1Kh5UPgz.jpg,"Comedy, Family, Romance, Fantasy"
819,,Dragonheart,B,12,Pre-2006,,,1996,48%,103,NA,https://image.tmdb.org/t/p/w500/5ciO16x4LQ7uhy854YHvQuQvHU9.jpg,"Fantasy, Action, Adventure, Drama"
820,October-22,Driving Miss Daisy,B,12,2022,Portola Valley,On-Demand/PPV,1989,85%,109,77%,https://image.tmdb.org/t/p/w500/iaCzvcY42HihFxQBTZCTKMpsI0P.jpg,Drama
821,December-10,Easy A,B,12,2010,Florida,iTunes,2010,85%,92,93%,https://image.tmdb.org/t/p/w500/v5f1qO6NJnxWgONgkYg21TW39DT.jpg,Comedy
822,,Easy Rider,B,12,Pre-2006,,,1969,84%,95,NA,https://image.tmdb.org/t/p/w500/opyQ1lbQYrO3hyDUwTPfQZTWRJW.jpg,"Adventure, Drama"
823,December-16,Eddie Strongman,B,12,2016,Portola Valley,Netflix,2015,,98,NA,https://image.tmdb.org/t/p/w500/nysNqwndKhfCq5QUG7hByNg5Vrh.jpg,Documentary
824,,EdTV,B,12,Pre-2006,,,1999,64%,122,NA,https://image.tmdb.org/t/p/w500/xnnjoMONNamGU6ZX6acbcxyOKv1.jpg,Comedy
825,,Edward Scissorhands,B,12,Pre-2006,,,1990,90%,105,NA,https://image.tmdb.org/t/p/w500/e0FqKFvGPdQNWG8tF9cZBtev9Em.jpg,"Fantasy, Drama, Romance"
826,,Enemy of the State,B,12,Pre-2006,,,1998,71%,132,NA,https://image.tmdb.org/t/p/w500/x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg,"Action, Drama, Thriller"
827,September-20,Enola Holmes,B,12,2020,Portola Valley,Netflix,2020,91%,123,75%,https://image.tmdb.org/t/p/w500/xwPM8NOFccH2nwwp5EP7Qg3O4lT.jpg,"Adventure, Mystery, Crime"
828,,Entrapment,B,12,Pre-2006,,,1999,40%,113,NA,https://image.tmdb.org/t/p/w500/onEHQY4M22CluNfocJRGsVg0dK6.jpg,"Romance, Drama, Mystery"
829,December-18,"Equalizer 2, The",B,12,2018,Portola Valley,On-Demand/PPV,2018,52%,129,40%,https://image.tmdb.org/t/p/w500/cQvc9N6JiMVKqol3wcYrGshsIdZ.jpg,"Action, Thriller, Crime"
830,,Executive Decision,B,12,Pre-2006,,,1996,62%,133,NA,https://image.tmdb.org/t/p/w500/hLjXkFr9fHlWzRVwu1T31QSVHRq.jpg,"Action, Adventure, Drama, Thriller"
831,,"Fabulous Baker Boys, The",B,12,Pre-2006,,,1989,97%,114,NA,https://image.tmdb.org/t/p/w500/1nS8AxnoYE2Y1ANMpVKZnm8iLxP.jpg,"Comedy, Drama, Music, Romance"
832,,Fahrenheit 9/11,B,12,Pre-2006,,,2004,82%,122,NA,https://image.tmdb.org/t/p/w500/1WQgOCJj22zF7Bsr0pIBgGBr71q.jpg,Documentary
833,May-17,Fast Five,B,12,2017,Portola Valley,On-Demand/PPV,2011,77%,135,56%,https://image.tmdb.org/t/p/w500/gEfQjjQwY7fh5bI4GlG0RrBu7Pz.jpg,"Action, Thriller, Crime"
834,May-19,Field of Dreams,B,12,2019,Portola Valley,On-Demand/PPV,1989,88%,104,83%,https://image.tmdb.org/t/p/w500/oeM7nAw6FVFICwUaXKCRkDsKjqO.jpg,"Drama, Fantasy"
835,,Fierce Creatures,B,12,Pre-2006,,,1997,55%,93,NA,https://image.tmdb.org/t/p/w500/1Wl0zSEngmsTXjQMVE0GD5s85cM.jpg,"Comedy, Romance"
836,,Finding Forrester,B,12,Pre-2006,,,2000,74%,136,NA,https://image.tmdb.org/t/p/w500/chd9bCGNYtzDoJqGw5wUHlhrkOb.jpg,"Drama, History"
837,,Flash Gordon,B,12,Pre-2006,,,1980,83%,111,NA,https://image.tmdb.org/t/p/w500/eTdEaRjtVnFbd5KVhxLRfbYW46e.jpg,"Sci Fi, Adventure, Action"
838,June-09,Food Inc.,B,12,2009,San Fran,Theatre,2009,,94,103%,https://image.tmdb.org/t/p/w500/zdwN4o7OGAZGJw9T64lRAGTEP8b.jpg,Documentary
839,,For Your Eyes Only,B,12,Pre-2006,,,1981,69%,127,NA,https://image.tmdb.org/t/p/w500/rIbhuS2xBHDYWAriFxLABlK2LZV.jpg,"Adventure, Action, Thriller"
840,6/27/2024,Federer: 12 Final Days,B,12,2024,Portola Valley,Amazon Prime,2024,,100,58%,https://image.tmdb.org/t/p/w500/5ZhBjXFAPcoicxXSpjJklRH3Vik.jpg,Documentary
841,,Frankie and Johnny,B,12,Pre-2006,,,1991,69%,118,NA,https://image.tmdb.org/t/p/w500/zSOh7hriX4mQNVxhCz1yVY4aykn.jpg,"Drama, Romance, Comedy"
842,December-21,Free Guy,B,12,2021,Portola Valley,HBO Max,2021,80%,115,70%,https://image.tmdb.org/t/p/w500/6PFJrMvoQwBxQITLYHj09VeJ37q.jpg,"Comedy, Adventure, Sci Fi"
843,,Friday the 13th,B,12,Pre-2006,,,1980,68%,95,NA,https://image.tmdb.org/t/p/w500/uGGpnWHOmWTARVN9wbC1nPxNgps.jpg,Horror
844,,From Russia With Love,B,12,Pre-2006,,,1963,97%,115,NA,https://image.tmdb.org/t/p/w500/zx4V17FP8oclNvOpTgs2iCCtiYk.jpg,"Action, Thriller, Adventure"
845,April-07,Full Metal Jacket,B,12,2007,,,1987,90%,116,NA,https://image.tmdb.org/t/p/w500/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg,"Drama, War"
846,July-09,Funny People,B,12,2009,San Fran,Theatre,2009,69%,140,46%,https://image.tmdb.org/t/p/w500/gEYKD5cWCBGg8Za3hhwDBk3gEsP.jpg,"Comedy, Drama"
847,November-08,Get Smart,B,12,2008,San Fran,On-Demand/PPV,2008,51%,110,48%,https://image.tmdb.org/t/p/w500/sZUjbtUS8qxXp4mj90evnqPJqX7.jpg,"Action, Comedy, Thriller"
848,April-13,"Giant Mechanical Man, The",B,12,2013,Peninsula,On-Demand/PPV,2012,70%,94,76%,https://image.tmdb.org/t/p/w500/yfecPCTuP8vNAijpjewznbKuzIu.jpg,"Comedy, Drama, Romance"
849,February-18,Girls Trip,B,12,2018,Portola Valley,On-Demand/PPV,2017,91%,122,74%,https://image.tmdb.org/t/p/w500/mdsHCFt2PeZacEr38y2p5RRf6Hl.jpg,"Comedy, Romance, Adventure"
850,December-22,Glass Onion: A Knives Out Mystery,B,12,2022,Tahoe,Netflix,2022,91%,140,66%,https://image.tmdb.org/t/p/w500/vDGr1YdrlfbU9wxTOdpf3zChmv9.jpg,"Comedy, Crime, Mystery"
851,,Gleaming the Cube,B,12,Pre-2006,,,1989,29%,105,NA,https://image.tmdb.org/t/p/w500/dpwbqnG2vmkwBBIpfQmFUf5l120.jpg,"Crime, Thriller, Action"
852,,"Godfather III, The",B,12,Pre-2006,,,1990,,162,NA,https://image.tmdb.org/t/p/w500/lm3pQ2QoQ16pextRsmnUbG2onES.jpg,"Crime, Drama, Thriller"
853,,"Good Son, The",B,12,Pre-2006,,,1993,26%,87,NA,https://image.tmdb.org/t/p/w500/bOOxfgRw85Hz74yJ7SJFVxfOwBQ.jpg,"Drama, Thriller, Horror"
854,January-09,Gran Torino,B,12,2009,San Fran,Theatre,2008,81%,116,66%,https://image.tmdb.org/t/p/w500/zUybYvxWdAJy5hhYovsXtHSWI1l.jpg,Drama
855,February-24,"Greatest Night in Pop, The",B,12,2024,Portola Valley,Netflix,2024,98%,96,102%,https://image.tmdb.org/t/p/w500/jDz4wFujk94tQP9Sx6EMKDULvkn.jpg,"Documentary, Music"
856,,Grosse Point Blank,B,12,Pre-2006,,,1997,,107,NA,https://image.tmdb.org/t/p/w500/7lQ0MSNQqBTYpXTTZL82u1n95Z3.jpg,"Action, Comedy, Thriller, Romance"
857,,Halloween,B,12,Pre-2006,,,1978,97%,91,NA,https://image.tmdb.org/t/p/w500/cD8JrfSEI4j7WVnKM1GdiYzMoUh.jpg,"Horror, Thriller"
858,September-08,Hamlet 2,B,12,2008,Lafayette,Theatre,2008,63%,92,67%,https://image.tmdb.org/t/p/w500/ljdmxGNwhuWZBsCgANlZrruFkJj.jpg,"Comedy, Music"
859,June-09,"Hangover, The",B,12,2009,San Fran,Theatre,2009,79%,100,78%,https://image.tmdb.org/t/p/w500/A0uS9rHR56FeBtpjVki16M5xxSW.jpg,Comedy
860,April-11,Hanna,B,12,2011,Peninsula,Theatre,2011,71%,111,64%,https://image.tmdb.org/t/p/w500/gRvxRMtejJa9jjfDDUibUIfIJbP.jpg,"Action, Thriller, Adventure"
861,,"Hard Way, The",B,12,Pre-2006,,,1991,76%,111,NA,https://image.tmdb.org/t/p/w500/advsp2BXSDQx6igHI9FrgYcISVU.jpg,"Action, Comedy, Crime"
862,,Harry and the Hendersons,B,12,Pre-2006,,,1987,48%,110,NA,https://image.tmdb.org/t/p/w500/5ZNWhOEsuNHIQ1gbtwdTGK7srCr.jpg,"Comedy, Family, Fantasy, Drama"
863,,Heat,B,12,Pre-2006,,,1995,84%,170,NA,https://image.tmdb.org/t/p/w500/umSVjVdbVwtx5ryCA2QXL44Durm.jpg,"Crime, Drama, Action"
864,August-14,Helvetica,B,12,2014,Peninsula,On-Demand/PPV,2007,88%,80,111%,https://image.tmdb.org/t/p/w500/s47TOnvnwfSnAflQvsBxJbOLnmP.jpg,Documentary
865,,High Noon,B,12,Pre-2006,,,1952,94%,85,NA,https://image.tmdb.org/t/p/w500/qETSMQ4IXBSAS409Z9OL0ppXWTW.jpg,"Western, Drama"
866,October-06,Hitch,B,12,2006,,,2005,68%,118,NA,https://image.tmdb.org/t/p/w500/x3W9H3nhGQbWSlyI8Amp2F6Z6cz.jpg,"Comedy, Drama, Romance"
867,October-22,Hope Springs,B,12,2022,Dover,Netflix,2012,75%,100,75%,https://image.tmdb.org/t/p/w500/mHEca5NntVHtUPfBiQ3ZVFBRixe.jpg,"Drama, Comedy, Romance"
868,,"Horse Whisperer, The",B,12,Pre-2006,,,1998,73%,169,NA,https://image.tmdb.org/t/p/w500/ptkDeHY2mRJVyNRyxb9TgyAjTYs.jpg,"Adventure, Drama, Romance"
869,,Hot Shots,B,12,Pre-2006,,,1956,,62,NA,https://image.tmdb.org/t/p/w500/koLIB5263emHxewmwgBBK26vjeS.jpg,Comedy
870,,House Party,B,12,Pre-2006,,,1990,94%,100,NA,https://image.tmdb.org/t/p/w500/hmUsEUI7RdgvTznkLCNSOHnjU4O.jpg,Comedy
871,,How The Grinch Stole Christmas,B,12,Pre-2006,,,2000,49%,104,NA,https://image.tmdb.org/t/p/w500/1WZbbPApEivA421gCOluuzMMKCk.jpg,"Family, Comedy"
872,December-15,"Hunger Games, The; The Mockingjay Part 2)",B,12,2015,Peninsula,Theatre,2015,,136,51%,https://image.tmdb.org/t/p/w500/lImKHDfExAulp16grYm8zD5eONE.jpg,"Action, Adventure, Sci Fi"
873,December-16,"Iceman, The",B,12,2016,Portola Valley,Netflix,2013,,105,63%,https://image.tmdb.org/t/p/w500/56KPE9tPYh2WBdnUMq9EIOwEXGQ.jpg,"Thriller, Crime, Drama"
874,February-14,In A World,B,12,2013,Peninsula,On-Demand/PPV,2013,92%,91,101%,https://image.tmdb.org/t/p/w500/xbuiPYXOk1aHaNf7o2mAQxeDs7s.jpg,Comedy
875,,In & Out,B,12,Pre-2006,,,1997,74%,90,NA,https://image.tmdb.org/t/p/w500/jUTQp6cPgfOX4St2WfaeUvxZCts.jpg,Comedy
876,July-08,In Search of a Midnight Kiss,B,12,2008,London,Theatre,2008,,90,111%,https://image.tmdb.org/t/p/w500/8CXdyfDOrYo9rQAL21OfSlOKVpC.jpg,"Comedy, Drama, Romance"
877,,Indecent Proposal,B,12,Pre-2006,,,1993,34%,117,NA,https://image.tmdb.org/t/p/w500/a39WoiTJEG5kNLIrr3kOMwg3LFg.jpg,"Romance, Drama"
878,,Independence Day,B,12,Pre-2006,,,1996,69%,145,NA,https://image.tmdb.org/t/p/w500/p0BPQGSPoSa8Ml0DAf2mB2kCU0R.jpg,"Action, Adventure, Sci Fi"
879,May-08,Indiana Jones and the Kingdom of the Crystal Skull,B,12,2008,Boston,Theatre,2008,77%,124,62%,https://image.tmdb.org/t/p/w500/56As6XEM1flWvprX4LgkPl8ii4K.jpg,"Adventure, Action"
880,January-17,"Infiltrator, The",B,12,2017,Portola Valley,On-Demand/PPV,2016,72%,127,54%,https://image.tmdb.org/t/p/w500/758F57DxVRLe38S1Je4O1Bjx2u6.jpg,"Crime, Drama, Thriller"
881,February-10,"Informant, The",B,12,2010,London,On-Demand/PPV,2009,80%,108,71%,https://image.tmdb.org/t/p/w500/wT6uYA8RQ9tYvWUT91480LR0Dnn.jpg,"Action, Drama, Thriller"
882,February-16,"Intern, The",B,12,2016,Peninsula,On-Demand/PPV,2015,59%,121,50%,https://image.tmdb.org/t/p/w500/9UoAC9tu8kIyRy8AcJnGhnH0gOH.jpg,Comedy
883,October-13,"Internship, The",B,12,2013,Plane,On-Demand/PPV,2013,34%,119,29%,https://image.tmdb.org/t/p/w500/hIh3ZgsZ31nbUAGn5SKIZGKiKCX.jpg,Comedy
884,,Interview with the Vampire,B,12,Pre-2006,,,1994,65%,123,NA,https://image.tmdb.org/t/p/w500/2162lAT2MP36MyJd2sttmj5du5T.jpg,"Horror, Drama, Fantasy"
885,November-14,I Know That Voice,B,12,2014,Peninsula,On-Demand/PPV,2014,,90,NA,https://image.tmdb.org/t/p/w500/y5aSllFoF11fVu945IUZtR4h37l.jpg,Documentary
886,,"January Man, The",B,12,Pre-2006,London,VHS,1989,28%,97,NA,https://image.tmdb.org/t/p/w500/5CZznrNvFLacr0mb4CYmlpJ4Tsw.jpg,"Crime, Mystery, Thriller, Comedy"
887,,JFK,B,12,Pre-2006,,,1991,85%,189,NA,https://image.tmdb.org/t/p/w500/r0VWVTYlqdRCK5ZoOdNnHdqM2gt.jpg,"Drama, Thriller, History"
888,,Johnny English,B,12,Pre-2006,,,2003,33%,87,NA,https://image.tmdb.org/t/p/w500/mmzW88tnkB2MnOV3Un2F9IUxSnZ.jpg,"Adventure, Action, Comedy"
889,June-18,Jumanji: Welcome to the Jungle,B,12,2018,Portola Valley,On-Demand/PPV,2017,77%,112,68%,https://image.tmdb.org/t/p/w500/pSgXKPU5h6U89ipF7HBYajvYt7j.jpg,"Adventure, Comedy, Fantasy, Action, Family"
890,,Jurassic Park,B,12,Pre-2006,,,1993,91%,127,NA,https://image.tmdb.org/t/p/w500/bRKmwU9eXZI5dKT11Zx1KsayiLW.jpg,"Adventure, Sci Fi"
891,May-19,Kim Swims,B,12,2019,Portola Valley,Netflix,2017,,75,NA,https://image.tmdb.org/t/p/w500/tx74smKcizQk5Z6r5umliHpg16B.jpg,Documentary
892,March-22,"King of Staten Island,The",B,12,2022,Portola Valley,On-Demand/PPV,2020,76%,137,55%,https://image.tmdb.org/t/p/w500/zQFjMmE3K9AX5QrBL1SXIxYQ9jz.jpg,"Comedy, Drama"
893,October-22,King Richard,B,12,2022,Portola Valley,HBO,2021,90%,146,62%,https://image.tmdb.org/t/p/w500/2dfujXrxePtYJPiPHj1HkAFQvpu.jpg,"Drama, History"
894,,Kingpin,B,12,Pre-2006,,,1996,51%,114,NA,https://image.tmdb.org/t/p/w500/8AFJ0Mk7D5JZZxmT4NXKIKSclqp.jpg,Comedy
895,,"Last Boy Scout, The",B,12,Pre-2006,,,1991,46%,105,NA,https://image.tmdb.org/t/p/w500/fNkLz6ITQqTDZHBXqiCrm4kaJKJ.jpg,"Action, Thriller"
896,July-19,Late Night,B,12,2019,Peninsula,Theatre,2019,80%,102,78%,https://image.tmdb.org/t/p/w500/xxwb5KBqS0SHsUcyLgWMk3vuVxY.jpg,"Comedy, Drama"
897,,Legal Eagles,B,12,Pre-2006,,,1986,41%,116,NA,https://image.tmdb.org/t/p/w500/aZKGkQ9rpMyQ75sbdLnpmiM3m73.jpg,"Comedy, Crime"
898,,License to Drive,B,12,Pre-2006,,,1988,24%,88,NA,https://image.tmdb.org/t/p/w500/cSGV9uXOKxu8j9mj6NmTix4GLFa.jpg,"Comedy, Family, Romance"
899,,License to Kill,B,12,Pre-2006,,,1984,,96,NA,https://image.tmdb.org/t/p/w500/4N8SKQ3Y6RxI6OutKmFQ4ZlasJO.jpg,"Drama, TV Movie"
900,September-11,Limitless,B,12,2011,Peninsula,On-Demand/PPV,2011,68%,105,67%,https://image.tmdb.org/t/p/w500/un0a2U7KLjMH77N6EhqYh7ZOlVx.jpg,"Thriller, Mystery, Sci Fi"
901,April-22,"Little Mermaid, The",B,12,2022,Portola Valley,Disney Plus,1989,92%,82,113%,https://image.tmdb.org/t/p/w500/plcZXvI310FkbwIptvd6rqk63LP.jpg,"Animation, Family, Fantasy"
902,February-07,Little Miss Sunshine,B,12,2007,,,2006,91%,101,NA,https://image.tmdb.org/t/p/w500/wKn7AJw730emlmzLSmJtzquwaeW.jpg,"Comedy, Drama"
903,,Lock Up,B,12,Pre-2006,,,1989,31%,109,NA,https://image.tmdb.org/t/p/w500/WihoHaU9yvhhdoSqDAhiIlNN8g.jpg,"Action, Crime, Drama, Thriller"
904,,Lone Star,B,12,Pre-2006,,,1996,91%,135,NA,https://image.tmdb.org/t/p/w500/lBxY8znsRoqa9Dy2NCe8I6GPsRm.jpg,"Drama, Mystery, Romance"
905,,Lord of the Rings II,B,12,Pre-2006,,,2003,,201,NA,https://image.tmdb.org/t/p/w500/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,"Adventure, Fantasy, Action"
906,December-18,Losing Sight of Shore,B,12,2018,Portola Valley,Netflix,2017,,92,NA,https://image.tmdb.org/t/p/w500/71t1PY2yUP2xkngAWjoH3cFOaGA.jpg,Documentary
907,,Lucas,B,12,Pre-2006,,,1986,76%,100,NA,https://image.tmdb.org/t/p/w500/idewOpLosMvt2S0sCzcqoHhY8zk.jpg,"Comedy, Drama, Romance"
908,September-15,Mad Max: Fury Road,B,12,2015,Portola Valley,On-Demand/PPV,2015,97%,120,81%,https://image.tmdb.org/t/p/w500/hA2ple9q4qnwxp3hKVNhroipsir.jpg,"Action, Adventure, Sci Fi"
909,,Major League II,B,12,Pre-2006,,,1994,5%,105,NA,https://image.tmdb.org/t/p/w500/2QAb0gZusyMsZ1W5ce85plVciDp.jpg,Comedy
